FIPS,State,County,PCT_LACCESS_POP,PCT_LACCESS_LOWI,PCT_LACCESS_CHILD,PCT_LACCESS_SENIORS,PCT_LACCESS_HHNV
2060,AK,Bristol Bay,99.99999981,17.66323306,22.56770323,8.324974946,9.798994992
2068,AK,Denali,100.0000007,22.93371496,22.50821481,7.502738229,0.449859045
2070,AK,Dillingham,50.78418952,32.19756974,18.44477397,3.858056541,34.63980046
2090,AK,Fairbanks North Star,34.44562358,7.276819878,9.146646992,1.909910186,2.247470512
2100,AK,Haines,20.68955887,7.440981694,3.9321125,2.323875325,2.682935336
2105,AK,Hoonah-Angoon,99.39092036,38.76796357,19.44186054,13.34883716,28.73127607
2110,AK,Juneau,32.17481344,5.906283329,8.289317979,2.2817906,2.680344975
2122,AK,Kenai Peninsula,19.65484668,5.835360742,4.851854256,2.312815333,3.920923572
2130,AK,Ketchikan Gateway,7.884536001,1.613872874,1.989694467,0.78583779,0.912743211
2150,AK,Kodiak Island,14.33680995,4.606255646,4.426788698,0.715914561,2.065797689
2164,AK,Lake and Peninsula,99.85810052,43.51634435,30.15028648,7.676383825,49.1948297
2170,AK,Matanuska-Susitna,25.8567957,7.623940924,7.063147438,2.155097696,2.327605816
2180,AK,Nome,55.58372986,38.09334495,20.96386088,3.401488927,45.95579087
2185,AK,North Slope,58.55972802,13.19718346,10.01833742,2.429202073,28.81820587
2188,AK,Northwest Arctic,57.45132179,34.05510868,21.52001836,3.269320566,43.2434301
2195,AK,Petersburg,4.724260753,0.662112296,1.270731903,0.385884079,1.390932643
2198,AK,Prince of Wales-Hyder,31.6386517,14.76499609,6.520467322,3.510225605,12.51809653
2220,AK,Sitka,18.37912129,4.132906236,4.513804851,1.834216705,3.433356933
2230,AK,Skagway,0.309912579,0.050508891,0,0.072380551,0.574233691
2240,AK,Southeast Fairbanks,47.27677444,18.82424123,11.33317873,5.331301596,7.372232998
2261,AK,Valdez-Cordova,51.99990541,15.31539856,12.8266868,3.93888024,4.587210877
2270,AK,Wade Hampton,61.87156458,41.8397067,25.92840863,3.646601411,60.60239357
2275,AK,Wrangell,21.55442949,6.566581991,4.456595019,2.977694159,1.905826978
2282,AK,Yakutat,100.0000002,25.35433057,24.47129914,9.667673829,9.811320845
2290,AK,Yukon-Koyukuk,99.99999992,49.74586879,27.77380103,10.18253399,50.3808868
4001,AZ,Apache,70.53722718,47.39151395,22.38802614,8.379207347,11.15476588
4003,AZ,Cochise,42.04051833,14.4701918,9.015821474,7.853006862,2.857904117
4005,AZ,Coconino,30.82520863,13.83168032,8.292445714,3.453529387,3.239618203
4007,AZ,Gila,32.55978155,15.82668414,7.359121287,7.177286847,4.256381686
4009,AZ,Graham,37.33063613,19.00577286,11.13616792,3.647406079,4.056427425
4011,AZ,Greenlee,69.87743095,30.54644934,20.19303843,8.132718471,4.05061447
4012,AZ,La Paz,43.17859152,18.95471346,4.323135434,20.9939352,5.594981495
4013,AZ,Maricopa,13.39271425,4.399472615,3.201468485,2.253390752,0.980829339
4015,AZ,Mohave,44.1297479,20.01212971,8.111663946,10.79270733,3.072481779
4017,AZ,Navajo,38.5404481,25.00540788,11.95697195,4.210575773,7.522059981
4019,AZ,Pima,22.2880727,7.681117182,4.863711852,4.358750609,1.298886209
4021,AZ,Pinal,21.49236328,7.203249921,4.01207675,4.748541371,2.355731279
4023,AZ,Santa Cruz,26.53610913,12.80790272,7.724476612,3.812740314,1.932484735
4025,AZ,Yavapai,32.50531242,12.60656643,6.436444319,8.04137628,2.329111048
4027,AZ,Yuma,20.31996108,9.597011201,5.431710029,3.856146625,1.280528729
5001,AR,Arkansas,37.77124277,17.82182264,8.915288403,5.804742387,4.639377319
5003,AR,Ashley,21.20491579,12.00484694,5.103235139,3.424690274,3.181818358
5005,AR,Baxter,11.12429912,4.419134021,2.081019953,3.313492998,2.620731931
5007,AR,Benton,15.60801297,5.303287663,4.387602644,2.168771089,1.24962346
5009,AR,Boone,22.79431121,10.35640575,5.063131593,4.636913311,2.681725626
5011,AR,Bradley,10.7751855,5.17348068,2.4040142,2.133794591,3.461741845
5013,AR,Calhoun,65.0806252,32.5506011,13.72277952,12.16080132,6.241883039
5015,AR,Carroll,7.080343868,3.813299253,1.83748631,1.164753069,2.951562161
5017,AR,Chicot,60.30271666,33.39104809,14.10847019,12.06753941,12.81447279
5019,AR,Clark,40.9795157,21.4556673,7.544577366,5.019856787,3.582497132
5021,AR,Clay,10.23271954,4.306306956,2.145034313,2.489630276,1.923384773
5023,AR,Cleburne,9.017299044,3.26088031,2.144652384,1.596189477,2.476705331
5025,AR,Cleveland,21.16338872,5.516299787,5.048248009,3.675445459,2.445784872
5027,AR,Columbia,17.25672434,7.237985296,2.772463397,2.2827012,3.0141345
5029,AR,Conway,16.70396786,6.300562421,4.012230748,2.890489991,4.163434922
5031,AR,Craighead,16.5436603,8.565899244,4.055234342,1.575190915,2.562863627
5033,AR,Crawford,16.92447903,7.836892252,4.721193268,1.968291671,2.419978336
5035,AR,Crittenden,12.72421654,4.953202722,3.445795409,1.293028374,2.669859747
5037,AR,Cross,13.33571765,6.416112615,3.27243224,2.142722636,4.662645762
5039,AR,Dallas,41.32398319,18.30776657,8.811309302,7.325211582,6.467923278
5041,AR,Desha,35.0513001,20.00667873,9.456961975,5.317711553,6.775046489
5043,AR,Drew,21.55413217,10.78822172,4.449403736,3.281683521,3.688661673
5045,AR,Faulkner,16.69820576,5.564717066,3.992663109,1.309690768,2.319623681
5047,AR,Franklin,6.511249607,3.639464771,1.569132806,0.73945263,3.099809088
5049,AR,Fulton,19.13777729,12.1361199,4.476090021,4.011753422,2.994488643
5051,AR,Garland,28.24126506,10.71483313,5.971648829,6.827581374,2.941707246
5053,AR,Grant,11.86987163,4.425873104,3.033166961,1.698401543,2.458993389
5055,AR,Greene,22.85735487,9.464870951,6.249608943,3.189520661,2.163442568
5057,AR,Hempstead,29.10978336,14.49397638,7.532643484,4.86631298,4.372602302
5059,AR,Hot Spring,15.69095315,6.710451164,3.654770036,2.809961439,2.30319674
5061,AR,Howard,41.16821838,20.69111869,9.864739388,7.404883922,3.630373844
5063,AR,Independence,15.18071304,7.313660568,3.736535713,2.290497287,2.976025859
5065,AR,Izard,1.10121971,0.546053961,0.252739438,0.246467272,3.539385212
5067,AR,Jackson,17.26879469,10.40398796,4.161073116,2.770837643,5.344512388
5069,AR,Jefferson,18.83047884,7.101934846,3.713472948,2.984395889,2.41061272
5071,AR,Johnson,5.883889673,2.903847696,1.292061478,1.044592669,3.212015124
5073,AR,Lafayette,21.13719463,9.40762472,5.485578723,3.72179325,8.480885824
5075,AR,Lawrence,29.99027211,15.56016189,7.260626808,5.104622539,2.847320298
5077,AR,Lee,45.30245189,27.32623752,7.124879872,5.363258081,11.02831169
5079,AR,Lincoln,33.21273075,16.78348094,2.4976449,1.665610074,9.712758178
5081,AR,Little River,14.53866871,4.910533527,3.790606056,2.336018681,4.828233296
5083,AR,Logan,9.26025399,4.9134865,2.328550628,1.359621029,2.659455273
5085,AR,Lonoke,17.95963694,6.637153617,5.129521563,2.011859642,2.766291982
5087,AR,Madison,24.26352701,12.04801734,5.178979212,4.163535964,3.578662388
5089,AR,Marion,13.54336579,6.715209725,2.170512323,3.286990817,3.157267001
5091,AR,Miller,33.4289141,13.71180457,8.27393881,4.715658155,4.400949154
5093,AR,Mississippi,12.613939,7.248402406,3.533885208,1.419237838,3.575860292
5095,AR,Monroe,12.5199122,6.340594418,2.706294763,2.519209602,6.742559519
5097,AR,Montgomery,22.22865979,11.19482588,4.500864131,4.812250863,3.331458507
5099,AR,Nevada,29.25300017,14.33457232,6.409913125,6.083101746,5.970630613
5101,AR,Newton,43.85444144,21.32055453,8.838022231,8.640946724,4.222787379
5103,AR,Ouachita,25.86857331,13.61073697,5.740753822,4.426236283,5.425411144
5105,AR,Perry,14.27234645,6.273630648,3.146389494,2.682973862,4.646071249
5107,AR,Phillips,50.37733644,31.0328857,13.80996352,8.25942612,9.417367648
5109,AR,Pike,23.05731952,10.98576775,5.003139043,4.608634716,2.676508927
5111,AR,Poinsett,34.02403098,19.07090327,9.015614822,4.988087968,6.65063095
5113,AR,Polk,38.42603785,20.46797112,9.57305181,6.555584832,3.847584366
5115,AR,Pope,13.59373527,6.158036967,2.859186092,1.531074491,2.446689279
5117,AR,Prairie,37.02884159,19.65973495,8.17928509,7.455477226,4.134187495
5119,AR,Pulaski,26.60739231,10.42735677,6.888026702,2.925049572,2.114815795
5121,AR,Randolph,32.0700913,14.59191011,8.060749475,5.876929084,5.423470362
5123,AR,St. Francis,27.10820499,15.11994691,6.655110041,3.350526509,7.482310696
5125,AR,Saline,22.3242576,6.12488525,5.569552858,3.481761357,2.638016331
5127,AR,Scott,17.2959815,7.833039159,3.935332489,3.49478363,2.533840192
5129,AR,Searcy,33.64383829,16.52957771,6.731783229,6.61445019,4.412966533
5131,AR,Sebastian,10.27424568,3.719905173,2.468077079,1.3617385,1.407156547
5133,AR,Sevier,23.45916805,11.16325892,6.745627005,3.133144078,3.003607614
5135,AR,Sharp,22.46522539,10.18302003,4.19565991,6.87534381,4.781054093
5137,AR,Stone,25.14050045,13.56973216,5.617414072,4.701491414,4.7473396
5139,AR,Union,26.28267126,13.4867982,6.504501397,4.311923374,3.366843782
5141,AR,Van Buren,10.26268418,6.098241117,2.108386825,2.017191322,3.946421306
5143,AR,Washington,14.54907232,6.060524659,3.946104241,1.168728201,1.641876159
5145,AR,White,12.26314296,5.210827067,3.057807095,1.718620686,2.607381857
5147,AR,Woodruff,5.258680661,2.633184273,0.990535813,1.089741883,9.990204642
5149,AR,Yell,12.87357602,5.486704702,2.715352599,2.755212802,3.396123133
6001,CA,Alameda,7.148677186,1.002539499,1.699989502,0.835674588,0.247724305
6003,CA,Alpine,48.95000781,12.47481688,8.854059182,7.580931545,1.875538926
6005,CA,Amador,14.01342702,3.571358572,1.243891413,1.809732593,2.395700767
6007,CA,Butte,21.18106548,7.437892003,4.527862974,4.211659147,2.021503515
6009,CA,Calaveras,10.04489431,2.747715664,2.241676208,1.628380337,2.648873814
6011,CA,Colusa,8.268281955,2.951441934,1.894268269,1.661645776,1.641580676
6013,CA,Contra Costa,19.10101116,2.96851047,4.480443231,2.946132044,0.776338579
6015,CA,Del Norte,32.03823598,14.00130966,7.438045088,4.527387799,2.910950306
6017,CA,El Dorado,29.10970853,6.057005218,7.153217126,3.783258092,2.206157159
6019,CA,Fresno,9.187422735,4.161996053,2.696395876,0.850201761,1.008899353
6021,CA,Glenn,9.024179136,3.56795832,2.127059047,1.334195543,2.47267757
6023,CA,Humboldt,15.67256704,6.192480829,3.211919364,2.312449622,1.607793642
6025,CA,Imperial,17.54218215,9.204767067,3.904610598,1.666431179,1.798541689
6027,CA,Inyo,41.12828133,12.19186194,8.084104544,8.204375497,2.869417861
6029,CA,Kern,14.54176899,5.375653486,3.940439688,1.349363389,1.151640351
6031,CA,Kings,19.2685065,4.864678661,3.918642635,0.826675364,0.921170815
6033,CA,Lake,18.73846535,8.841796019,3.884483776,3.533932587,3.627742847
6035,CA,Lassen,49.06722119,7.298171514,5.316309671,3.666149393,1.844933757
6037,CA,Los Angeles,6.341282048,1.647795398,1.539065615,0.825424892,0.256087541
6039,CA,Madera,20.86425028,9.380374066,5.975025729,1.67868679,2.212580805
6041,CA,Marin,11.96018156,1.705931867,2.501766299,2.409647848,0.415026454
6043,CA,Mariposa,17.49940749,6.126659414,2.5191872,2.378500648,2.629707896
6045,CA,Mendocino,17.36614874,6.759361803,3.879054106,2.41970302,2.54264247
6047,CA,Merced,15.66793522,7.332366734,5.129788851,1.397287411,1.371459642
6049,CA,Modoc,26.54026206,11.69797728,5.088923236,6.016445101,2.828178381
6051,CA,Mono,49.76696249,15.06029567,10.00104705,6.650576508,1.905506024
6053,CA,Monterey,12.32315888,3.473681124,3.110823433,1.594749732,0.746450275
6055,CA,Napa,10.14021818,2.319240102,1.892226359,2.515181933,0.672528595
6057,CA,Nevada,27.03397685,6.772804953,5.221945216,5.515783212,1.649027775
6059,CA,Orange,6.510167276,0.891139214,1.541870004,0.912310541,0.261550045
6061,CA,Placer,15.56076643,3.024821566,3.694370198,2.750673792,1.132103785
6063,CA,Plumas,8.109559564,2.336625154,1.470757577,1.582862456,3.281549443
6065,CA,Riverside,19.9963938,6.848193267,5.374629923,2.624378141,1.078909176
6067,CA,Sacramento,13.65282818,4.422630799,3.348050529,1.583666997,0.833023415
6069,CA,San Benito,17.66935038,3.129928639,4.728432604,2.114553199,1.260792172
6071,CA,San Bernardino,21.2829837,8.004312443,5.976861005,2.077251119,1.273485686
6073,CA,San Diego,13.70494308,3.074440164,2.995926861,1.757413812,0.440561507
6075,CA,San Francisco,0.555577206,0.321952681,0.11587493,0.017170491,0.105058337
6077,CA,San Joaquin,12.64942984,4.769405559,3.666825642,1.149393432,0.895940026
6079,CA,San Luis Obispo,15.67889454,4.453968351,3.03039362,2.774443449,0.988599904
6081,CA,San Mateo,9.671995349,1.099805069,2.181055756,1.528476072,0.330538739
6083,CA,Santa Barbara,13.58769679,3.129454862,3.081917107,2.138897608,0.706493557
6085,CA,Santa Clara,7.460991664,0.992586698,1.790193069,1.033225869,0.281307274
6087,CA,Santa Cruz,14.04882604,3.801765258,2.524751247,1.549610252,0.867946398
6089,CA,Shasta,23.28994272,8.777489539,5.25056924,4.210151895,2.431366678
6091,CA,Sierra,88.36656568,27.84752408,15.77342149,18.35823779,1.571612471
6093,CA,Siskiyou,19.7989239,10.26473704,3.885625585,4.149929968,3.239938423
6095,CA,Solano,17.5008336,3.382464959,4.362556706,1.652319909,0.86428028
6097,CA,Sonoma,15.43648065,4.014133044,3.135615105,2.50484253,1.023553877
6099,CA,Stanislaus,11.74443275,4.856083706,3.446396837,1.13052085,1.023290584
6101,CA,Sutter,33.30996253,10.82253992,9.508356783,4.002542463,1.312297322
6103,CA,Tehama,20.08141231,9.892913873,4.879694299,3.450038337,2.292297652
6105,CA,Trinity,17.33823463,7.41084342,2.489557572,3.881869338,1.956358717
6107,CA,Tulare,13.49685752,7.987467297,4.520053385,1.230553434,1.533174808
6109,CA,Tuolumne,29.09442738,10.21292284,5.995000799,5.555048717,3.425467983
6111,CA,Ventura,15.88902749,3.295901005,4.001628784,2.084718424,0.707747299
6113,CA,Yolo,6.162067794,1.928249501,1.52816977,0.807904161,0.539018297
6115,CA,Yuba,20.78084472,12.01933271,6.79800861,1.637388623,2.644264741
8001,CO,Adams,15.14838311,5.626211317,4.381709638,1.193410542,0.707179412
8003,CO,Alamosa,5.925453148,2.624448641,1.682005478,0.795876918,1.587643232
8005,CO,Arapahoe,12.14708199,2.400725308,3.29461854,1.10160271,0.378274335
8007,CO,Archuleta,29.79892049,10.67298109,6.328003522,5.02590507,1.988249559
8009,CO,Baca,25.21711998,8.398331156,5.323808968,5.20228336,0.70992155
8011,CO,Bent,25.86261095,12.10155519,4.37994309,2.787760767,1.843114461
8013,CO,Boulder,14.64769627,3.081890924,3.543407127,1.571481397,0.791882067
8014,CO,Broomfield,29.78500272,5.198031172,8.146468739,2.924886496,1.030565557
8015,CO,Chaffee,10.01079285,2.523152808,1.691750574,2.557313975,0.831662531
8017,CO,Cheyenne,33.85905532,9.879292793,8.507603616,5.79391847,1.037350435
8019,CO,Clear Creek,13.8931379,2.345886286,2.121920244,1.736108223,1.074432523
8021,CO,Conejos,5.617444267,2.709425937,1.456233483,1.05281117,3.780799704
8023,CO,Costilla,99.94345096,49.23155691,20.86820538,22.9001135,10.01098176
8025,CO,Crowley,7.890863162,4.863599199,1.448355746,1.724038854,4.285812067
8027,CO,Custer,25.88572118,6.599008939,4.01616808,6.148251929,2.950085509
8029,CO,Delta,8.440082654,3.453502346,2.380657981,1.447491067,1.533614099
8031,CO,Denver,9.210319708,4.529304681,2.583615784,0.828093475,0.814017344
8033,CO,Dolores,99.99999977,48.664563,22.38372085,18.79844952,4.346454
8035,CO,Douglas,19.15518586,1.745536213,5.871640562,1.29421096,0.73175179
8037,CO,Eagle,15.43756575,4.157916252,3.729323513,0.921346505,0.752028443
8039,CO,Elbert,25.92968029,7.45831492,6.703023714,3.016420962,2.282757113
8041,CO,El Paso,27.05826755,8.376896063,6.815047141,2.42639767,1.135841771
8043,CO,Fremont,34.52896106,11.37333852,6.17863806,6.522711545,2.255764659
8045,CO,Garfield,15.31016101,4.739622896,4.704318435,0.942919485,1.59158256
8047,CO,Gilpin,0,0,0,0,5.476499443
8049,CO,Grand,2.842612592,0.300120483,0.469638757,0.265810623,0.815048203
8051,CO,Gunnison,12.00007854,3.896611461,1.926900275,1.999335516,1.114979203
8053,CO,Hinsdale,11.775975,3.285375334,2.303528392,2.28137772,0.605235185
8055,CO,Huerfano,36.65351702,12.66401686,5.74627261,8.76529223,2.246094017
8057,CO,Jackson,27.42001912,8.056575583,4.745551313,5.921636158,3.307846241
8059,CO,Jefferson,22.75838034,4.035464559,5.346534962,2.485028541,0.765806826
8061,CO,Kiowa,100.0000003,42.52902348,22.46065813,21.45922758,3.073828745
8063,CO,Kit Carson,11.13720021,4.510121132,2.553597644,2.087279963,0.87727587
8065,CO,Lake,19.9152718,7.884144429,6.164718421,1.78484415,0.725081868
8067,CO,La Plata,14.31257785,4.392713919,2.896437117,1.828147954,1.355328017
8069,CO,Larimer,18.899331,4.651516851,4.476662136,2.676964964,0.896263245
8071,CO,Las Animas,39.8644298,15.41721668,8.118318286,7.264871812,2.679846504
8073,CO,Lincoln,22.80138438,9.522252607,5.407505832,5.053950892,1.488538245
8075,CO,Logan,19.54169453,6.674715544,4.867908769,2.969558854,2.162827433
8077,CO,Mesa,31.4567894,9.5351036,7.928802159,4.342534356,1.348320909
8079,CO,Mineral,12.79665824,3.962601596,1.962628745,3.479123284,0.875552891
8081,CO,Moffat,23.41601437,8.314667074,6.626512829,2.646765851,0.395676694
8083,CO,Montezuma,16.43290688,7.433571639,4.629496816,1.953240722,2.220802219
8085,CO,Montrose,20.51166797,10.19197373,5.598734378,3.271472154,1.784312306
8087,CO,Morgan,11.98231255,4.438445254,4.096702666,1.16133541,1.401332906
8089,CO,Otero,29.62060156,14.91027869,7.091222002,5.73312007,3.945442805
8091,CO,Ouray,6.164991947,1.728908611,0.881933599,1.171597219,2.474298157
8093,CO,Park,53.86319785,13.563437,9.823443188,7.081371637,2.260525084
8095,CO,Phillips,4.713433348,1.693766311,1.121208767,0.787139771,2.000747366
8097,CO,Pitkin,9.146741607,1.718170019,1.671334102,1.079912456,1.181260634
8099,CO,Prowers,23.8819325,12.63427006,6.321038714,3.845554773,1.383242902
8101,CO,Pueblo,36.87579372,16.04045245,9.294576106,5.444380606,3.229313048
8103,CO,Rio Blanco,8.584267208,2.33367268,1.787494991,1.407423404,0.502097647
8105,CO,Rio Grande,12.18745358,5.368193353,2.34019665,2.812671608,3.115179273
8107,CO,Routt,22.34942416,5.310140644,4.284581303,1.680524473,1.378986453
8109,CO,Saguache,20.22692749,9.559264546,3.930961531,3.463052375,1.20242705
8111,CO,San Juan,99.24281023,41.1865262,18.22861903,12.29139699,5.029585928
8113,CO,San Miguel,9.766182884,1.948093739,1.820349627,0.869740926,0.933925415
8115,CO,Sedgwick,18.56662012,4.932463069,3.194732872,4.238002344,1.849441379
8117,CO,Summit,18.48540752,6.551951786,3.22988396,1.378086898,1.928642464
8119,CO,Teller,12.86382228,1.779709855,3.252868832,1.491159537,1.602009823
8121,CO,Washington,51.62086852,16.33628146,13.18893677,9.073346366,1.297465127
8123,CO,Weld,14.67368473,4.898346522,4.040951007,1.560642354,1.181453355
8125,CO,Yuma,22.9069798,6.793964668,6.001581772,3.225873616,0.669474354
9001,CT,Fairfield,29.31496253,3.20831894,7.663417769,4.481525366,1.123366564
9003,CT,Hartford,28.9916047,4.01996679,6.402142955,4.649010114,1.286489113
9005,CT,Litchfield,18.24762343,2.797782609,4.246243192,2.637532463,1.892821791
9007,CT,Middlesex,31.4603373,4.881699861,6.899656283,4.878940755,1.526786669
9009,CT,New Haven,28.74941769,4.542664128,6.381848684,4.582902172,1.489908775
9011,CT,New London,36.13418052,7.148508682,7.322355094,5.465421402,3.111300002
9013,CT,Tolland,34.93115186,8.011685277,6.988324434,4.189072299,2.451931504
9015,CT,Windham,15.88173585,4.626145358,3.620531421,2.164112456,2.854067865
10001,DE,Kent,15.75591975,4.461135056,3.944440644,2.350658409,2.298453468
10003,DE,New Castle,22.68680661,4.750102909,5.25137679,2.82409795,1.091093838
10005,DE,Sussex,14.02476794,4.644075047,2.664418433,3.463398499,2.428659627
11001,DC,District of Columbia,2.108657988,0.78589846,0.574093557,0.312611013,0.460117683
12001,FL,Alachua,15.2279375,6.427961527,2.882535182,1.627999225,2.064161037
12003,FL,Baker,33.12709885,12.96059185,7.67262255,3.382429937,2.839699631
12005,FL,Bay,33.34783129,10.58280898,7.7201425,4.485610489,1.682759787
12007,FL,Bradford,5.538860164,2.247021927,1.10890244,0.97109667,4.707515866
12009,FL,Brevard,40.24870643,12.31283638,8.110631895,7.772256678,1.942404385
12011,FL,Broward,9.066690835,2.47641591,2.182605841,1.306889905,0.428416234
12013,FL,Calhoun,18.02309166,8.957268248,3.45180076,2.245131012,4.045458132
12015,FL,Charlotte,41.81416901,14.13041547,6.148012479,14.12367922,2.21701322
12017,FL,Citrus,31.07298495,12.88570751,5.12086278,10.18766268,3.396184667
12019,FL,Clay,24.35037297,6.875673717,6.264795848,2.770304076,1.88365481
12021,FL,Collier,28.17763944,9.476426211,5.128877069,9.016536698,2.069171565
12023,FL,Columbia,16.4038991,7.191379564,4.140192744,2.459324606,3.899609307
12027,FL,DeSoto,9.909859565,5.789506327,2.28787123,1.422317063,2.451779048
12029,FL,Dixie,9.038399958,3.575621423,1.25344696,2.583459008,3.566978799
12031,FL,Duval,24.71866203,8.630873918,6.052527422,2.513711134,1.686657668
